message_length,time_interval,message_count_window,payload_entropy,response_time,decryption_errors,signature_errors,replay_flags,handshake_failures,message_type_variance,session_duration,sequential_errors,is_anomaly
1876,3.1952047438765057,11,4.6546798655048685,0.4425442273494544,0,0,0,0,0.9352016268842002,821.4956552955869,0,0
341,3.636684269772079,4,4.453387786826414,0.5776643114406739,0,0,0,0,0.6767493120805481,1255.8687770872616,0,0
2020,0.04146846338887856,128,4.279944199838719,8.301283589460297,2,2,0,3,0.08622024376744546,63.55396479393094,1,1
749,1.9023351804853759,20,4.645462026936856,0.451448598294676,0,0,0,0,0.7876750558891775,1509.855530429941,0,0
604,3.4250311706959167,13,5.007198596624561,0.27935836447359225,0,0,0,0,0.9626094762825744,1683.9967823251698,0,0
401,0.5767145211699773,4,5.18748892199832,0.36558193862793686,0,0,0,0,0.6264190465826314,387.5243950887068,0,0
1743,1.995854747783163,18,4.505933156725445,0.529720811613489,0,0,0,0,0.987898249316467,158.26546062626878,0,0
1680,3.3483610731053957,15,4.245700160175151,0.6122134950986621,0,0,0,0,0.9797832884502645,54.77710737767336,0,0
247,0.3029852329183913,19,4.952349225706794,0.3898006158507149,0,0,0,0,0.07246615245191455,214.53099982409168,0,1
1083,0.0403306669554823,65,4.231787656698743,7.113851690187197,0,0,0,4,0.07934246993635716,236.63440832848218,3,1
880,2.6105770194211644,9,3.833133045181742,0.5048356359621761,0,0,0,0,0.8380110091232087,1601.4992164454077,0,0
1582,4.080405243588191,4,4.635819351793303,0.7346805792849687,0,0,0,0,0.7960839481967851,533.7837130512369,0,0
1905,3.9684425971307364,7,4.668845955438523,0.37690084692506565,0,0,0,0,0.6609470645244196,1765.3091603241583,0,0
1196,2.309192048397075,6,4.1510509669845295,0.17986130754083735,0,0,0,0,0.9169654375879683,1198.5763505589118,0,0
835,2.932031153486574,20,4.679702584944516,0.377347187776498,0,0,0,0,0.8024798920132283,387.1392934299229,0,0
1625,0.8366215179839855,19,4.306498039581578,0.3722338898510559,0,0,0,0,0.988263530728183,651.28951848317,0,0
630,1.4748593834774182,20,5.000333836651958,0.35322341975262683,0,0,0,0,0.7326195242063566,368.3206832422035,0,0
179,4.404348031892964,1,5.038930282560818,0.6664402308533325,0,0,0,0,0.7160818224406411,816.4890756926723,0,0
456,4.442600125363532,4,4.033295068356278,0.65340270891304,0,0,0,0,0.7563540202054339,134.2309358525934,0,0
1247,0.8030735825515875,7,4.1466637315202775,0.5217291109272187,0,2,0,0,0.8196467966257936,1221.3226660332728,2,1
1754,3.945406987664731,3,4.608044044303204,0.7960518246014623,0,0,0,0,0.9885085857216823,982.6777860192333,0,0
782,0.055472865951264216,165,4.652289927652113,8.632524105200403,2,1,0,1,0.04972942831679424,117.94710793035551,1,1
1784,2.3976732802038523,25,4.090786338943378,1.2996235439230914,0,0,0,1,0.4673762351928861,179.60256822325726,2,1
1497,4.551006479499541,12,4.299237038134308,0.7840977506409205,0,0,0,0,0.9749805101933986,827.8188510987933,0,0
1949,1.3671135768538403,12,4.4108290986854914,0.7808814658269781,0,0,0,0,0.8947651288315691,942.0704985199035,0,0
258,2.6463601793653835,16,4.629136480120307,0.3687327701577042,0,0,0,0,0.6692601865478545,1373.8913069616178,0,0
1336,3.678987997135956,18,5.127292099890187,0.5454958047111004,0,0,0,0,0.9963382484536487,678.4309517617218,0,0
588,1.3622530257165777,3,4.90216788696101,0.2450921680083149,0,0,0,0,0.9852610655286573,795.9133790106824,0,0
847,1.5333905905361624,15,4.774184166607606,0.42750748283538176,0,0,0,0,0.7823664496881485,833.0686934254328,0,0
1134,5.988916331492616,7,5.223555026329491,0.502751428021032,0,2,0,0,0.6417148385489029,369.9566960946649,0,1
1364,4.805160503048478,9,4.551664179579198,0.11032932853039756,0,0,0,0,0.9294608671566476,949.0552406924097,0,0
869,1.8380593215322734,16,4.6152424550973015,0.6099388964411508,0,0,0,0,0.8906254553521313,1111.5186088857004,0,0
180,2.906030831959468,18,4.123543005990025,0.20181945858701505,0,0,0,0,0.9349681019681366,415.559590017509,0,0
1286,2.0947634422992367,16,4.595720533637296,0.20478080410783406,0,0,0,0,0.842181303032006,1180.0018249637958,0,0
2289,4.173678954092756,13,5.571975257140381,0.711394650177565,1,1,0,1,0.6271692224173833,214.1147129556893,2,1
245,0.11963995727886835,94,4.102956005507986,5.457057204142878,2,1,0,2,0.2794676501988664,187.37889627176008,0,1
1060,2.5180284299305145,16,3.9537371044234995,0.2588396789480071,0,0,0,0,0.7993601371359694,1636.0600768022468,0,0
1434,4.954179781634672,1,4.8402445762363255,0.6225553618474143,0,0,0,0,0.8592483661577004,1473.783271530799,0,0
724,0.07415177149765842,105,4.682356908917043,5.408650622706967,0,2,0,5,0.24400353487508925,93.05876849323641,3,1
1934,3.2321740355571373,6,3.8562638840421495,0.7770811409838917,0,5,0,0,0.677627674402285,1062.090226879991,2,1
551,0.7267581843266141,12,4.109275354384771,0.19334375721396457,0,0,0,0,0.978547062726429,881.8625689770055,0,0
1940,1.068692115108507,9,3.930206639588684,0.4712405524581853,0,0,0,0,0.7475801897466602,175.10230628948727,0,0
839,3.7843616688871355,16,5.313269921475634,1.01182320170179,1,3,0,2,0.5484861352190185,366.70564011881066,2,1
37125,8.191623667212948,10,7.603109421142473,0.6947072358905471,0,0,0,0,0.03782177517625898,591.0099706719703,0,1
1552,0.17460503573314134,163,4.167784165851929,7.793892470295906,3,1,0,0,0.023067117592867847,122.79510693577619,2,1
311,1.087210747857411,19,4.439409562824182,0.11081623471423657,0,0,0,0,0.7234421091416843,1507.9680323637942,0,0
1450,1.6949478444298252,6,4.870745234810245,0.3504852586583215,0,0,0,0,0.9926416518106623,110.23017906972805,0,0
1726,2.6815330617686026,8,4.066031015772973,0.48258491617061317,0,0,0,0,0.7712178901126792,1427.2310989712394,0,0
544,0.7075083573049156,15,4.901227123602529,0.3122731578414359,0,0,1,0,0.07313070537585402,49.59548735041648,0,1
436,3.0025930505678016,2,3.8051933554511153,0.5706861630603558,0,0,0,0,0.7067108648603622,1523.492708046328,0,0
1958,3.0987662353539758,17,4.509486814873558,1.0586361823359458,2,0,0,2,0.4709131622091065,309.3003615417447,1,1
564,2.922025454736946,12,5.01547564145332,0.5434354308240186,0,0,0,0,0.6242288161339218,1788.3395449552227,0,0
1636,0.6379622217057359,9,5.105875764988147,0.537980860051089,0,0,0,0,0.9040082776308523,1380.3740434521421,0,0
294,3.6483056496245814,2,4.504609854106875,0.5451514138809251,0,0,0,0,0.6201226999790631,1582.0219393627215,0,0
710,0.5883469992826602,4,3.945201313300791,0.7466022698046293,0,0,0,0,0.9385759067758428,1588.760219520625,0,0
376,1.0619668445386463,20,4.136441341363998,0.6855283795176913,0,0,0,0,0.8647810888616032,1303.198658149157,0,0
1368,0.9875378524843832,7,3.890662643770029,0.3850221680754734,0,0,0,0,0.6459573856661734,624.1049287330544,0,0
1807,4.288420460832833,16,4.03726003270367,0.61654551480016,0,0,0,0,0.6275268698762779,181.27342931903445,0,0
1651,1.935249802553646,7,4.63586783987228,0.30681629120508963,0,0,0,0,0.8220451369364014,1213.8787418966488,0,0
896,1.2093094061626992,16,3.9514071772979995,0.3231795334423512,0,0,0,0,0.7866155818836973,1608.8142931236862,0,0
1164,3.8401224559698797,15,4.682427309724073,0.7781841978635792,0,0,0,0,0.7632850847201738,35.37735479373122,0,0
256,2.3084295185361334,3,3.93841422499385,0.704539986471427,0,0,0,0,0.7236052791889247,304.1801877895597,0,0
1575,2.1661673602563765,1,4.520235083768553,0.3600130677731581,0,0,0,0,0.6640241108098368,1138.503252738206,0,0
1524,3.0490953648940864,11,4.7598800447637695,0.28865635795684585,0,0,0,0,0.8473929481705711,975.1896805436576,0,0
800,3.747311438381475,2,4.906802371438706,0.26491249787058546,0,0,0,0,0.8682298066534526,348.4040044059733,0,0
1983,4.939387050900301,2,4.565829509338759,0.3572022533555643,0,0,0,0,0.9187117785188291,1620.0055079495348,0,0
115,1.0542471926766341,17,5.180777098143092,0.4835249502304011,0,0,0,0,0.8971383469260367,470.5220552451874,0,0
1795,4.630854717175744,15,4.414370415495597,0.72889187940551,0,0,0,0,0.8032718450152185,179.49208251355603,0,0
1214,4.33136751385954,5,4.1613639142716305,0.6787527926719907,0,0,0,0,0.7568222498287971,1569.2934831894202,0,0
605,2.547863610297565,17,4.581956310717494,1.3908813087188177,0,2,0,1,0.5863041746262658,115.92471956938317,2,1
622,1.629428338949639,7,3.994358764739418,0.673052993119688,0,0,0,0,0.8611558316539345,299.22064887866964,0,0
1825,2.0735721554929514,1,4.153068960225064,0.2292738868166815,0,0,0,0,0.7680187981365447,1095.9446019324826,0,0
308,1.6686465963236254,18,4.557104065932385,0.7055174560622267,0,0,0,0,0.6870326634975035,1081.40869345988,0,0
2640,0.13385119669455053,96,4.093105214953708,2.0520771189775684,3,1,0,5,0.27716630356899474,21.399423841560747,1,1
1551,0.7833207206794881,6,4.251869500731496,0.359698071671109,0,0,0,0,0.907384065168058,1546.187443848331,0,0
1826,4.982277368621619,1,4.614651678551599,0.4042391309654889,0,0,0,0,0.6376062759197153,1624.5219469469596,0,0
878,0.6031473565366061,7,3.839012294985498,0.16697424764098426,0,5,0,0,0.6309028641740205,466.3301844881659,2,1
328,4.167556034848621,2,4.004178511349485,0.31808740052527373,0,0,0,0,0.9837903743580314,1123.9605010023197,0,0
1449,0.11847346996878541,106,4.293999659944007,8.851828343647568,0,0,0,0,0.15818877575796958,155.41234066403266,0,1
1587,2.369265251234183,20,4.430540296985576,0.6020558661260187,0,0,0,0,0.8330647371700699,450.3366633516408,0,0
262,0.5393279288492565,17,4.424539565107613,0.21938554600425497,0,0,0,0,0.7933136215168903,191.59601542380426,0,0
1947,1.820475572773237,11,4.162371924254528,0.6441433499463431,0,0,0,0,0.6582144329998784,1465.0936477187186,0,0
1075,1.3266361116919687,4,4.927983244470552,0.426757294257485,0,0,0,0,0.8303342906818434,895.0652222418321,0,0
2655,0.05605574853822651,53,4.88907805509867,6.768188087957336,1,0,0,0,0.11814159015438934,261.0082953636293,1,1
7507,2.383880745851208,9,7.7768192306768436,0.5545584350171362,0,0,0,0,0.07618749505537968,252.5724581656093,0,1
199,1.3348004146948278,4,4.339202997367779,0.6912538709147895,0,0,0,0,0.8041418308167791,1521.2214249813246,0,0
1699,0.6552450915532528,5,4.132933933693508,0.7159684319878454,0,0,0,0,0.9870168250544841,1312.5042036238085,0,0
1579,0.5834652090773031,9,4.35288413963996,0.7934300978186501,0,0,0,0,0.7373412790618168,971.7942088396348,0,0
320,0.43794930267788973,25,4.237570783525796,0.47463655319518483,0,0,1,0,0.08302785926157324,123.55497983346066,0,1
706,0.7781670629145594,3,5.162449141256001,0.19523076396497427,0,0,0,0,0.8449623812730014,628.0892678552951,0,0
1949,3.276229813816692,16,4.962696324469106,0.2708175481708418,0,0,0,0,0.9718627238783368,341.00599466586937,0,0
1002,3.432361965083783,8,4.061459309287683,0.39590231550287736,0,0,0,0,0.8579846259365294,396.91483247825164,0,0
541,2.592305039152861,18,4.542409696272542,0.4591984192413856,0,0,0,0,0.9501137906616552,1014.3782070410325,0,0
345,3.8263166257851693,18,5.129740957062165,0.4782227511707101,0,0,0,0,0.7360312442954049,123.53359608275865,0,0
1241,3.3084833129052766,11,4.934182856788597,0.49947467938105783,0,0,0,0,0.6375267453304345,1437.1754994119663,0,0
289,2.340608210788038,10,4.2186019190681,0.23097998621076668,0,0,0,0,0.9628347372126753,1468.1452981273028,0,0
1906,2.4366956090612493,5,4.5627903727370125,0.16151675801173698,0,0,0,0,0.9914758134076285,1614.2471108652378,0,0
1643,1.9965958273664057,19,4.3532044479617635,0.5297048208771178,0,0,0,0,0.8667589370033195,738.4514451508124,0,0
941,4.36781520256792,2,4.967614592047279,0.11821949473057962,0,0,0,0,0.7504909276719711,1143.0526540309222,0,0
188,4.893543784369879,7,4.184760394913621,0.5939096893069788,0,0,0,0,0.708493786330338,249.32442842064074,0,0
527,0.8612873669886093,31,3.7397510034568344,0.2916587772694235,0,0,0,0,0.038954570104024304,145.70557767089883,0,1
252,3.9062012944398274,10,4.883531097347427,0.2498235784549117,0,0,0,0,0.7876876180731672,381.4730215260909,0,0
1086,4.45289512610694,17,4.522248319928476,0.3926628264992996,0,0,0,0,0.9801366785870665,1212.8317674382665,0,0
379,3.3948803461982187,8,3.80038100655193,0.5562849926631891,0,0,0,0,0.6637518942470487,236.0645116351043,0,0
1062,2.0690912799249506,17,4.3674179161702344,0.32918512673438494,0,0,0,0,0.8440705559916653,133.94447307827505,0,0
704,0.9762652494823499,32,4.549013479823689,0.26010901385182766,0,0,1,0,0.048811844100114944,234.52339287113685,0,1
1902,1.0413214630414722,16,5.1796176269034175,0.22164348055241886,0,0,0,0,0.8234791148726286,1007.800254057812,0,0
546,0.7225034888361762,34,4.987652231245118,0.46959711901862483,0,0,1,0,0.1061730933007543,51.30119736809128,0,1
1942,3.3213641551590563,8,4.288985508865442,0.5513709650582119,0,0,0,0,0.6531647117726201,1171.2933873915247,0,0
1215,3.0368338103377748,1,4.655729853527998,0.733942836272344,0,0,0,0,0.7530146225548586,556.9046690140082,0,0
629,1.6413141669028106,12,4.098396789711526,0.3771227282830587,0,3,0,0,0.5376397855541273,208.79469212779514,2,1
633,2.67853605141022,20,5.194739880839338,0.1452007142743727,0,0,0,0,0.7756571483832521,1054.52995567962,0,0
1501,0.6804551630682371,17,4.992618801449046,0.14586163886066578,0,0,0,0,0.7667625940661998,143.5146397862076,0,0
960,1.003870084130079,6,3.9027441815338855,0.10305526269203757,0,0,0,0,0.8944931935262704,1262.7782211148901,0,0
1645,4.977324769888143,12,4.824931697943137,0.685782447014307,0,0,0,0,0.9126263024436876,659.4314482504263,0,0
1018,0.03269953410057489,125,4.044312253606077,1.847771171215608,3,2,0,5,0.15464914430839496,203.17909631450155,2,1
2444,0.057661471327443606,50,4.8131610404010425,4.638828846054592,3,2,0,3,0.1404313254860225,102.79686181899407,3,1
1703,3.0968515826257494,11,4.088301406642334,0.4059287116695859,0,0,0,0,0.986723316809806,1789.8580691509255,0,0
1810,1.9851775192827494,10,4.193388521608655,0.26124475371351896,0,0,0,0,0.8096523365481807,948.6688999670896,0,0
1883,4.801101101120914,5,4.127051407154863,0.45142462616564727,0,0,0,0,0.9667528076982457,45.54835914315504,0,0
1052,1.6006632077869898,8,4.966642215139648,0.8811448453533031,1,0,0,1,0.4938536643390605,49.96139940725439,0,1
710,3.0486126501136894,13,4.175126128996534,0.7862105116658323,0,0,0,0,0.7436169111079891,737.9895288559908,0,0
1768,0.0416569302414995,70,3.9218440894744946,5.444638081620232,0,0,0,2,0.2471106917237989,16.372033130058128,2,1
974,3.2981920602189057,3,5.06170917892979,0.5566325641511671,0,0,0,0,0.714294785509192,1244.8147002284652,0,0
120,4.443988388014019,17,4.31146732095508,0.23531958322519614,0,0,0,0,0.7729565206953571,947.3715192914908,0,0
42382,7.252877887532459,12,7.3570578914467095,0.3180935542042414,0,0,0,0,0.2948372455407757,364.6797053326442,0,1
957,1.8425735927081526,11,4.73524298716503,0.5909608052782234,0,0,0,0,0.9026684383884975,1633.6353662978697,0,0
1994,4.934313306418942,11,4.260170687511608,0.3387787948994244,0,0,0,0,0.6481581290007119,805.9227987964039,0,0
1750,0.8235885321360332,2,4.336521192851232,0.24397391857564404,0,0,0,0,0.9495845709382084,916.3342777843986,0,0
1740,0.17115036963876984,135,3.816063482180744,9.718870593336796,0,0,0,1,0.05369619142090185,228.65235810772856,1,1
2921,0.16170005165616158,183,4.270956283494975,6.161907686642473,3,1,0,3,0.15708766365154464,214.370632987961,2,1
284,0.2570420235334071,39,4.020731169363731,0.22250260392516608,0,0,1,0,0.18211879478328072,68.14528760570033,0,1
228,4.968664666122737,13,4.154014891316822,0.44091712555255647,0,0,0,0,0.7483265772423286,1538.4753459310716,0,0
970,1.9977891503979075,5,4.528800618648798,0.7624100967709226,0,0,0,0,0.7608359174295299,1232.8361811391487,0,0
1011,3.451561343910302,7,5.000309790286535,0.14904006794880081,0,0,0,0,0.8427122320427649,1582.8060823690894,0,0
898,1.8428509874241157,12,4.788672852792974,0.4515306537893843,0,0,0,0,0.9079648861728232,641.4738256199823,0,0
722,3.9001800354723954,2,4.007869204387221,0.7966460590957976,0,0,0,0,0.8884430070201406,1145.7570937673722,0,0
1118,4.70043981007567,18,4.9822770266270275,0.5095934997286775,0,0,0,0,0.8337289660671383,403.9221710905805,0,0
330,2.521018756605476,4,4.749872678313875,0.6102805412439432,0,0,0,0,0.9825467031618397,55.904377901183125,0,0
1733,4.960507210285918,7,4.5288789505109746,0.5808444505720953,0,0,0,0,0.6074842558698537,678.4736584999721,0,0
1344,1.0352601887509942,8,4.5597664628517895,0.6347446021047749,0,0,0,0,0.721775837663778,605.2274986200027,0,0
1835,0.18309734029944397,71,4.371612814790691,7.168497933212349,1,0,0,3,0.08020635257725506,67.68189296442273,3,1
911,1.8340271244348973,16,3.827694268017009,0.1870469795249563,0,4,0,0,0.972393886818667,1392.9413197209683,3,1
1934,4.0685433805516045,7,4.081913567098706,0.48303966354510997,0,0,0,0,0.6867427062131362,656.8951958540257,0,0
475,0.6601012972242537,8,3.822684527631605,0.30991364466821003,0,0,0,0,0.7787063832266526,256.1938940649376,0,0
1448,4.867207866033203,14,4.428608080563924,0.14175438312609992,0,0,0,0,0.9823877706190869,614.2660035238239,0,0
978,2.6491231898644805,7,4.595953476775594,0.13299170608074998,0,0,0,0,0.6654027801773772,1692.7990886987977,0,0
1799,3.857579085567253,9,4.413976079625903,0.13294087369109084,0,0,0,0,0.8613681644581033,523.1460411932941,0,0
1576,3.3887792183088075,6,4.520852685863783,0.7186593140966153,0,0,0,0,0.7633531937920734,898.5474783383204,0,0
46119,2.30433812403421,14,7.5233359945314575,0.9590168016908645,0,0,0,0,0.30265618915710746,199.7464362894242,0,1
1314,4.568912288427029,24,4.753567111437327,0.8674606711111712,1,2,0,2,0.3942563876371285,153.23797360948782,1,1
1507,1.7491257518745975,15,4.420418788283017,0.12381703773212423,0,0,0,0,0.7464772645355993,1390.0690519674993,0,0
1853,2.537032646102237,5,3.869605939195849,0.10329803948602197,0,0,0,0,0.8130151953016554,506.40222556165753,0,0
1846,0.8145993340522657,17,4.81804116978714,0.4432097445118036,0,0,0,0,0.8950259305869022,1779.4180992557767,0,0
1173,3.10275309412984,14,4.79090559645327,0.12113547173172515,0,0,0,0,0.8343904811145701,1343.2102302485885,0,0
696,0.9341059049819672,27,4.446199387316424,0.2731829620214962,0,0,0,0,0.013399672021923603,64.01582378162865,0,1
732,2.3723094650587844,6,4.535746449416065,0.18547791429145713,0,0,0,0,0.7566078325904904,733.1054411214267,0,0
458,1.7485482808793578,4,4.448830504958114,0.2577141406807924,0,0,0,0,0.8596103029073703,847.7173471097733,0,0
1329,3.486157161283297,7,4.108428242759713,0.2304627299685217,0,0,0,0,0.9293883863684143,255.34607955493902,0,0
910,1.8798799488101423,20,4.793756874163672,0.3435956206020202,0,0,0,0,0.6916676812414855,1257.8103112614308,0,0
1814,0.18883377947042276,105,4.970172092004859,9.16136988910312,3,2,0,5,0.22257010172422179,234.63958573649006,0,1
1860,2.413941463183518,1,4.1052325434858545,0.6794113226884538,0,0,0,0,0.9734189086970368,913.3117616461928,0,0
338,1.688379230457305,7,4.296981829295506,0.6233988330625896,0,0,0,0,0.8243339857944063,1226.3484616360658,0,0
291,0.26072248732674314,30,3.94244927298021,0.2852155901595732,0,0,1,0,0.1070835240087227,53.77467100488822,0,1
33553,3.8152933732700745,9,7.337281888277051,0.9443913840634814,0,0,0,0,0.2209838183538397,330.35061904525963,0,1
1419,2.831119380624233,3,4.2014172338906635,0.626608055747113,0,0,0,0,0.6081869162377108,388.49717917223205,0,0
1280,3.5267073066739543,9,5.023568612803663,0.5790751941730934,0,0,0,0,0.9905035066572135,58.11426770552035,0,0
1821,0.9485840393033839,3,4.21294623486501,0.7615908921268179,0,0,0,0,0.8045716281025794,843.3857559205901,0,0
868,2.1860210123888733,9,4.361364486748806,0.12448300181220516,0,0,0,0,0.6137099254113614,1514.1683787370566,0,0
1641,1.7287112349041713,2,3.925306186489867,0.43024811981447997,0,0,0,0,0.6021175829944784,105.27591253353289,0,0
1789,1.8141377366767089,9,3.9841864136805087,0.752931593189293,0,0,0,0,0.610298959974395,190.17007131071242,0,0
1466,2.6745410208160214,4,4.418939633661282,0.5231951793909831,0,0,0,0,0.9918191792010206,622.9656842197393,0,0
674,1.7356518319022762,2,4.711164572403846,0.6508104067912749,0,0,0,0,0.670402390761666,502.8002415546782,0,0
1919,4.295383910618423,18,4.700906269866654,0.5494545037887497,0,0,0,0,0.9272806156537552,1471.0195488210738,0,0
1451,1.7410881799142846,9,3.8252907931812903,0.31869524090334145,0,0,0,0,0.7834133102285779,1697.5568675791817,0,0
1343,2.657383674697948,1,4.280780525037577,0.19250382369000874,0,0,0,0,0.7431656389284198,1695.1372669562963,0,0
769,1.7557802237873221,11,4.315349555758612,0.3311912899314394,0,0,0,0,0.9175005855231525,121.44172770622394,0,0
799,2.1419954875524247,13,4.842087464868868,0.5658986571543104,0,0,0,0,0.786887546354666,1061.5435792721544,0,0
184,0.7526107575263055,20,4.1351823467164515,0.5279614638041548,0,0,0,0,0.7816925791415975,955.0563256037382,0,0
123,2.702856467968776,20,4.331888980612277,0.6159604390691579,0,0,0,0,0.6964697956315999,490.2502730869322,0,0
930,2.903248945260545,13,4.902014208942269,0.1909170335007805,0,4,0,0,0.9341413148393357,708.9962669385576,1,1
1999,0.5738249852828581,1,3.8177028522032663,0.5145501820703358,0,0,0,0,0.8033902072247056,411.71994170054666,0,0
626,2.86642239823615,13,4.063538560466384,0.7083957798928437,0,0,0,0,0.7537868384681792,656.6361716929008,0,0
857,3.3390809064198606,16,4.510146623264582,0.3558967694002034,0,0,0,0,0.9573322973747753,689.094420253952,0,0
798,2.9825447312604276,4,4.353186587964931,0.2348027376371064,0,0,0,0,0.7762191027179304,1765.5385411803318,0,0
1944,2.84187530775422,4,3.8081337564097266,0.3967566480074406,0,0,0,0,0.9014486844515652,1629.8801697202423,0,0
1246,4.1021192713361625,2,4.296409887215272,0.4041415801644349,0,0,0,0,0.690989331506875,403.7842551741041,0,0
1131,2.805809614990797,8,5.120304707673488,0.1198660239691175,0,0,0,0,0.6131116440911144,764.7940553893565,0,0
1448,1.2192257740842747,6,4.470620956102241,0.6079342297765186,0,0,0,0,0.8399546438750407,935.3673659613603,0,0
27702,7.6650122635135745,10,6.839562086196921,0.36798955624320373,0,0,0,0,0.1775651505863851,357.51055147092706,0,1
256,1.5086004829090585,1,4.144524088254588,0.2588490425106065,0,0,0,0,0.865605217416537,1223.5232676700534,0,0
542,4.274272059714713,15,4.949982928176173,0.5008240358409052,0,0,0,0,0.8197074906665627,700.5910219358567,0,0
428,2.0089281989235888,8,4.641907671965429,0.18884221524995104,0,0,0,0,0.6612569630206591,133.69759513029783,0,0
261,0.29047668349620265,33,4.977961702680753,0.5506329189664907,0,0,1,0,0.012482626772179463,250.64897901339722,0,1
578,2.429327445127961,1,4.189916847455299,0.19181435722259416,0,0,0,0,0.7916489327388012,293.72641588676333,0,0
656,1.7265029521805801,10,5.384765736083633,1.045883099527584,1,1,0,2,0.6700738943071999,192.09115089684747,2,1
1327,3.3900861961207296,16,4.3146381746362925,0.5679279760821002,0,0,0,0,0.8355367720758854,891.0539446156363,0,0
318,1.285379201316392,8,4.40942612264536,0.3074174859937102,0,0,0,0,0.8454176623447502,949.0575970199792,0,0
343,3.313153854647264,18,4.330596392812611,0.4424184241812724,0,0,0,0,0.7693684669295139,1003.36584302688,0,0
171,4.418696704295016,19,4.188113946001635,0.4436598859325067,0,0,0,0,0.8516217693993321,1547.6211056186607,0,0
238,1.1017575946911204,10,4.120528115655981,0.21906240635799315,0,0,0,0,0.9439237071174759,901.2956506261957,0,0
1416,4.3346362458915815,12,3.814825491155843,0.4688549756056153,0,0,0,0,0.7645530020476501,1357.1558346835486,0,0
547,3.508529625389449,15,4.22688076707279,0.21828475608632542,0,0,0,0,0.9206490851324345,1035.025485151191,0,0
1536,3.2022802930397596,4,5.152492365487674,0.37116515452956544,0,0,0,0,0.8645026517293424,1535.0004674323638,0,0
323,0.5638330895188368,2,5.0891410196654805,0.6503255676120463,0,0,0,0,0.7096661002204983,1178.1784432596728,0,0
1573,3.420263243643943,7,4.663897191665756,0.24171480467482484,0,0,0,0,0.8873000573247768,42.53376024626589,0,0
1372,1.0614618068087287,8,4.124283224490675,0.61114464142788,0,0,0,0,0.6212130714025808,1139.894672942398,0,0
502,3.662700180964957,2,4.503568980538586,0.16345968000830668,0,0,0,0,0.6536698248746659,900.0468306954172,0,0
128,3.1636516393070333,19,4.300998482931314,0.738032034967197,0,5,0,0,0.5159815985607745,323.39995686226837,3,1
24401,1.3449210761296928,12,7.0122742499276915,0.692663849845521,0,0,0,0,0.14070853565481242,114.8655103527366,0,1
1553,1.6626281255416622,12,4.164491507829315,0.6224441536575513,0,3,0,0,0.6896923793610918,1405.9814443729517,2,1
1639,2.940068669042681,16,4.248139165430863,0.3987282204430517,0,0,0,0,0.6796888750394973,1407.9648729072305,0,0
905,1.871457117447855,3,5.150720960146755,0.17776264484681842,0,0,0,0,0.9676130170245437,655.8913906518839,0,0
893,1.6120501121842048,14,4.911951819533232,0.6759045941999519,1,1,0,2,0.6778772381163014,389.98599856939995,2,1
172,4.742844187026099,13,4.737005147455697,0.7147877270510387,0,0,0,0,0.6673163268936787,1670.9653042212585,0,0
514,2.021475617996003,2,4.549713273528052,0.21086884110621051,0,0,0,0,0.9161978103782507,860.5316449330379,0,0
2242,5.116753125419333,14,4.4140883009830905,1.1020121872052515,1,2,0,0,0.536434463259996,151.27664050923067,1,1
1861,3.2794447399968725,8,4.92372731879194,0.3741648581215804,0,0,0,0,0.8038751500060795,1344.0217338575376,0,0
784,4.289266503265967,7,5.195201570671724,0.12576397031816242,0,0,0,0,0.6169475615974809,648.5813142318851,0,0
1179,2.520641219963798,15,4.434146533857668,0.735558106436655,0,0,0,0,0.7196192707603677,972.7440080680351,0,0
1808,3.2618898449163107,1,4.679757879734817,0.6940181897943359,0,0,0,0,0.8179705229667733,214.69302023423643,0,0
1350,3.1305429738127564,5,5.175841669193577,0.5556188830942902,0,0,0,0,0.8997805522662705,898.9219480919518,0,0
1612,3.5999161889548765,2,4.921987482216336,0.6660056029831776,0,3,0,0,0.7038577492748104,1169.2862388751685,3,1
1992,1.860068595764996,12,4.8783886559872895,0.13905054626258798,0,0,0,0,0.9706852348918625,1412.484267386495,0,0
22848,2.2333598869115256,10,7.73194481997703,1.029833735631301,0,0,0,0,0.3775777992331908,357.7956256675778,0,1
1699,4.736025072264121,1,4.446729209176639,0.5585314713378783,0,0,0,0,0.9750633857707156,1024.1084001741688,0,0
1677,0.10958305206010036,63,3.8004204960662897,3.9880100275911485,3,1,0,3,0.04076946848460274,155.4098969885948,1,1
1673,4.371054815215201,15,3.832589160179497,0.7336639032515783,0,0,0,0,0.7778374904497264,1263.5687375186674,0,0
433,4.266788242678899,17,3.9239666526602295,0.4769160081174547,0,0,0,0,0.9535794077761909,57.04741836889373,0,0
1263,2.1603243577933258,1,4.49953791347524,0.9774876165444422,1,3,0,0,0.379731059225326,289.37949701180264,2,1
1603,2.986274866280971,13,3.8829016121388227,0.2936501823156556,0,0,0,0,0.6352351373148374,1458.2252645347742,0,0
594,0.9446934893389378,3,4.586329937970836,0.4569744377725272,0,0,0,0,0.6311658125781135,245.00049147261285,0,0
150,0.8421065975747785,5,4.871802209587341,0.732557507766654,0,0,0,0,0.7455406761699483,1094.786027291344,0,0
1573,0.00877007545301171,121,4.951797418395084,2.9553785668629624,1,1,0,1,0.1793163324198853,124.01056493119282,3,1
